epoch,train_loss,train_acc,test_loss,test_acc,test_f1
1,0.6527192980531019,76.45441889762878,1.1693018056955564,67.69352555274963,0.6769352555274963
2,0.20305797144617901,92.99587607383728,1.2764110142936003,71.09004855155945,0.7109004855155945
3,0.11350983343363942,96.53687477111816,1.10959970711253,72.74881601333618,0.727488100528717
4,0.08914210920017226,97.20109701156616,1.266235206482845,71.04265689849854,0.7104265689849854
5,0.06594480874543904,98.08520674705505,1.3848072271029739,71.50868773460388,0.7150868773460388
6,0.06509651511995869,97.96609878540039,1.2341525122502215,73.60979318618774,0.7360978722572327
7,0.04878436936869042,98.54328632354736,1.5999745802941787,66.0347580909729,0.660347580909729
8,0.06085962643920162,98.09436798095703,1.3621878292887222,70.7582950592041,0.707582950592041
9,0.03616467626244399,98.98763298988342,1.3586023746802403,71.65876626968384,0.7165876626968384
10,0.0472782306663902,98.54786992073059,1.5273967661854027,71.41390442848206,0.7141390442848206
