epoch,train_loss,train_acc,test_loss,test_acc,test_f1
1,0.9500282108783722,86.34905815124512,0.8262449488043785,77.40916013717651,0.7740916609764099
2,0.2453340185077294,98.94640445709229,0.7542052693665028,78.35702896118164,0.7835702896118164
3,0.09979319475267244,99.49610829353333,0.8310694560408592,77.80410647392273,0.7780410051345825
4,0.06001314504638962,99.63353276252747,0.9209744594991207,77.72511839866638,0.7772511839866638
5,0.04252688585362141,99.86257553100586,0.9361181147396564,77.40916013717651,0.7740916609764099
6,0.027096439409407154,99.90838170051575,1.0281688272953033,77.64613032341003,0.7764613032341003
7,0.0257176520248902,99.95419383049011,1.1121609956026077,77.64613032341003,0.7764613032341003
8,0.025034787619243496,99.7709572315216,1.106427761167288,76.93523168563843,0.7693523168563843
9,0.017420126172457483,99.90838170051575,1.1318169370293618,77.17219591140747,0.7717219591140747
10,0.02270235127998867,99.90838170051575,1.1748657323420049,77.40916013717651,0.7740916609764099
